#/////////////////////////////////////,,,,,,,,,,
324,BQCV,1,5/19/2020,MUDGE,29,impatiens,dandelion,queen,1,2655300.769
325,BQCV,1,5/19/2020,COL,29,impatiens,dandelion,queen,1,53080779564
327,BQCV,1,8/4/2020,COL,17,impatiens,red clover,worker,3,654161.4586
328,BQCV,1,5/19/2020,COL,35,impatiens,dandelion,queen,1,13418152.92
330,BQCV,1,5/19/2020,MUDGE,14,impatiens,dandelion,queen,1,796482.5687
331,BQCV,1,5/19/2020,COL,28,impatiens,dandelion,queen,1,125927.9357
332,BQCV,1,8/4/2020,COL,4,impatiens,red clover,worker,3,1337305.322
333,BQCV,1,5/19/2020,MUDGE,45,impatiens,flight,queen,1,10763793.55
334,BQCV,1,5/19/2020,COL,30,impatiens,flight,queen,1,850419.4097
335,BQCV,1,5/19/2020,COL,32,impatiens,dandelion,queen,1,630146.3174
336,BQCV,1,8/4/2020,COL,9,impatiens,red clover,worker,3,118549.1656
337,BQCV,0,5/19/2020,COL,8,impatiens,flight,queen,1,0
338,BQCV,0,8/4/2020,COL,5,impatiens,red clover,worker,3,0
339,BQCV,1,5/19/2020,MUDGE,23,impatiens,dandelion,queen,1,352749.458
340,BQCV,1,8/4/2020,COL,6,impatiens,red clover,worker,3,2318601.192
341,BQCV,1,7/6/2020,FLAN,42,impatiens,red clover,worker,2,399109.5696
342,BQCV,1,7/6/2020,FLAN,33,impatiens,crown vetch,worker,2,3274438.627
343,BQCV,1,5/19/2020,COL,11,impatiens,dandelion,queen,1,292883.5181
344,BQCV,1,5/17/2020,FLAN,6,vagans,dandelion,queen,1,187044.7005
345,BQCV,1,7/6/2020,FLAN,3,impatiens,crown vetch,worker,2,22159974.91
346,BQCV,1,5/17/2020,FLAN,19,impatiens,woody yellow ,queen,1,3697555.576
347,BQCV,1,7/6/2020,FLAN,5,impatiens,saint johns wort,worker,2,829342.4634
348,BQCV,1,7/6/2020,FLAN,36,impatiens,crown vetch,worker,2,4674828.649
358,BQCV,1,5/19/2020,COL,6,impatiens,dandelion,queen,1,465800.823
359,BQCV,1,5/19/2020,COL,9,impatiens,dandelion,queen,1,648355682.6
360,BQCV,1,7/6/2020,FLAN,15,impatiens,red clover,worker,2,545615.7883
361,BQCV,1,5/19/2020,COL,27,impatiens,dandelion,queen,1,355371.8121
362,BQCV,0,7/6/2020,FLAN,40,impatiens,saint johns wort,worker,2,0
363,BQCV,1,5/17/2020,FLAN,18,impatiens,violet ,queen,1,2027129.258
364,BQCV,1,7/6/2020,FLAN,53,impatiens,red clover,worker,2,2620980.728
366,BQCV,1,7/6/2020,FLAN,56,impatiens,red clover,worker,2,13548387.37
368,BQCV,NA,7/6/2020,FLAN,55,impatiens,red clover,queen,2,NA
369,BQCV,1,5/17/2020,FLAN,24,bimaculatus,flight,queen,1,3238595.935
370,BQCV,1,5/17/2020,FLAN,20,bimaculatus,violet ,queen,1,11384850.86
371,BQCV,1,5/17/2020,FLAN,17,impatiens,mint,queen,1,531094.1246
372,BQCV,1,5/19/2020,COL,31,impatiens,flight,queen,1,205182854.4
373,BQCV,1,5/19/2020,COL,33,impatiens,dandelion,queen,1,1012992.437
374,BQCV,1,8/4/2020,CIND,5,impatiens,red clover,worker,3,2616767.527
376,BQCV,1,5/17/2020,BOST,27,impatiens,flight,queen,1,13289577.01
377,BQCV,1,5/19/2020,COL,1,impatiens,dandelion,queen,1,1232911.193
379,BQCV,1,7/6/2020,FLAN,34,impatiens,crown vetch,worker,2,2327661.105
380,BQCV,1,7/6/2020,FLAN,12,impatiens,saint johns wort,worker,2,2575431.569
381,BQCV,1,5/19/2020,COL,4,ternarius,dandelion,queen,1,6159383.031
383,BQCV,0,5/17/2020,FLAN,22,bimaculatus,violet,queen,1,0
384,BQCV,1,7/6/2020,FLAN,16,impatiens,red clover,worker,2,41570992.9
1,DWV,1,9/9/2020,BOST,6,impatiens,solidago,worker,4,85329.54142
3,DWV,1,9/10/2020,MUDGE,18,impatiens,crown vetch,worker,4,45153.02837
4,DWV,0,9/10/2020,MUDGE,11,impatiens,crown vetch,worker,4,0
5,DWV,0,9/9/2020,BOST,11,impatiens,solidago,male,4,0
6,DWV,1,9/10/2020,CIND,14,impatiens,knot weed,worker,4,215750.2847
8,DWV,1,9/10/2020,MUDGE,4,impatiens,crown vetch,worker,4,27694.50213
10,DWV,1,9/10/2020,CIND,13,impatiens,red clover,worker,4,44988.08297
11,DWV,0,7/7/2020,BOST,38,impatiens,red clover,worker,2,0
12,DWV,0,9/10/2020,MUDGE,5,impatiens,crown vetch,worker,4,0
13,DWV,0,9/9/2020,BOST,12,impatiens,solidago,male,4,0
15,DWV,0,9/9/2020,BOST,18,impatiens,solidago,worker,4,0
16,DWV,0,9/9/2020,BOST,23,impatiens,solidago,male,4,0
17,DWV,0,9/10/2020,CIND,20,impatiens,red clover,worker,4,0
18,DWV,0,9/10/2020,CIND,11,impatiens,birdsfoot,worker,4,0
19,DWV,0,9/10/2020,CIND,17,impatiens,red clover,worker,4,0
20,DWV,1,9/10/2020,CIND,16,impatiens,red clover,worker,4,46865.1454
21,DWV,0,9/9/2020,BOST,17,impatiens,solidago,worker,4,0
22,DWV,0,9/9/2020,BOST,7,impatiens,solidago,worker,4,0
23,DWV,1,7/7/2020,COL,22,impatiens,red clover,worker,2,38650.78998
24,DWV,0,7/7/2020,BOST,45,impatiens,red clover,worker,2,0
25,DWV,0,7/7/2020,BOST,46,impatiens,red clover,worker,2,0
26,DWV,1,9/10/2020,CIND,19,impatiens,knot weed,worker,4,42594.79507
27,DWV,0,9/9/2020,BOST,16,impatiens,solidago,worker,4,0
28,DWV,0,9/9/2020,BOST,10,impatiens,solidago,male,4,0
29,DWV,1,9/9/2020,BOST,20,impatiens,solidago,worker,4,188818.8759
30,DWV,1,9/10/2020,MUDGE,16,impatiens,crown vetch,worker,4,1322198.956
31,DWV,0,9/10/2020,MUDGE,2,impatiens,crown vetch,worker,4,0
32,DWV,0,9/9/2020,BOST,19,impatiens,solidago,worker,4,0
33,DWV,1,9/9/2020,BOST,5,impatiens,solidago,worker,4,41186.674
34,DWV,1,7/7/2020,BOST,21,bimaculatus ,red clover,worker,2,31693.73363
35,DWV,1,9/10/2020,MUDGE,3,impatiens,crown vetch,worker,4,18851.8983
36,DWV,0,9/10/2020,CIND,5,impatiens,red clover,worker,4,0
37,DWV,0,9/9/2020,BOST,24,impatiens,solidago,male,4,0
38,DWV,1,9/10/2020,MUDGE,15,impatiens,crown vetch,worker,4,40167.96608
39,DWV,1,7/7/2020,BOST,44,impatiens,red clover,worker,2,187511.0816
40,DWV,0,9/10/2020,MUDGE,9,impatiens,solidago,worker,4,0
41,DWV,0,9/10/2020,MUDGE,8,impatiens,solidago,worker,4,0
42,DWV,0,9/9/2020,BOST,29,vagans,solidago,male,4,0
43,DWV,0,9/9/2020,BOST,27,impatiens,solidago,male,4,0
44,DWV,0,9/10/2020,MUDGE,15,impatiens,crown vetch,worker,4,0
45,DWV,0,9/10/2020,CIND,6,impatiens,red clover,worker,4,0
46,DWV,0,9/10/2020,MUDGE,19,impatiens,crown vetch,worker,4,0
47,DWV,0,9/10/2020,MUDGE,10,impatiens,NA,worker,4,0
48,DWV,0,9/9/2020,BOST,25,impatiens,solidago,male,4,0
49,DWV,0,9/10/2020,MUDGE,6,impatiens,crown vetch,worker,4,0
50,DWV,0,9/10/2020,MUDGE,14,impatiens,crown vetch,worker,4,0
51,DWV,1,9/9/2020,BOST,28,impatiens,solidago,male,4,4063133.786
52,DWV,1,9/9/2020,BOST,3,impatiens,solidago,worker,4,885190.483
53,DWV,1,9/9/2020,BOST,26,impatiens,solidago,male,4,706340.965
54,DWV,0,7/6/2020,COL,8,impatiens,red clover,worker,2,0
55,DWV,0,9/10/2020,CIND,3,impatiens,red clover,worker,4,0
56,DWV,0,9/9/2020,BOST,9,impatiens,solidago,male,4,0
57,DWV,0,9/10/2020,MUDGE,13,impatiens,crown vetch,worker,4,0
58,DWV,1,9/10/2020,CIND,4,impatiens,red clover,worker,4,351213.648
59,DWV,1,9/9/2020,BOST,4,impatiens,solidago,worker,4,700860.781
60,DWV,1,9/9/2020,BOST,14,impatiens,solidago,male,4,419316.2664
61,DWV,1,7/7/2020,COL,21,impatiens,red clover,worker,2,144951.3914
62,DWV,1,9/10/2020,CIND,15,impatiens,red clover,worker,4,126962.3309
63,DWV,0,7/7/2020,BOST,42,impatiens,red clover,worker,2,0
64,DWV,0,9/9/2020,BOST,22,impatiens,solidago,male,4,0
65,DWV,1,9/9/2020,BOST,13,impatiens,solidago,male,4,124902.5636
66,DWV,0,9/9/2020,BOST,1,impatiens,solidago,worker,4,0
67,DWV,0,9/10/2020,MUDGE,17,impatiens,crown vetch,worker,4,0
68,DWV,1,7/6/2020,COL,11,impatiens,red clover,worker,2,35694.63724
69,DWV,0,7/6/2020,COL,9,impatiens,red clover,worker,2,0
70,DWV,0,9/9/2020,BOST,15,impatiens,solidago,male,4,0
71,DWV,0,9/9/2020,BOST,8,impatiens,solidago,male,4,0
72,DWV,0,9/10/2020,CIND,12,impatiens,red clover,worker,4,0
74,DWV,0,9/10/2020,MUDGE,7,impatiens,solidago,worker,4,0
75,DWV,1,9/9/2020,FLAN,31,impatiens,jewel weed,worker,4,120464.6868
76,DWV,0,9/9/2020,FLAN,7,impatiens,jewel weed,worker,4,0
77,DWV,0,9/10/2020,COL,47,impatiens,red clover,worker,4,0
78,DWV,1,9/9/2020,FLAN,24,impatiens,jewel weed,worker,4,42447.47228
79,DWV,0,8/4/2020,CIND,13,impatiens,red clover,worker,3,0
80,DWV,0,8/4/2020,CIND,2,impatiens,red clover,worker,3,0
81,DWV,0,9/9/2020,FLAN,30,impatiens,jewel weed,worker,4,0
82,DWV,0,8/4/2020,CIND,21,impatiens,red clover,worker,3,0
83,DWV,1,9/10/2020,COL,44,impatiens,red clover,worker,4,50101.06941
84,DWV,1,8/4/2020,MUDGE,4,impatiens,crown vetch,worker,3,100413.9397
85,DWV,0,8/4/2020,MUDGE,30,impatiens,crown vetch,worker,3,0
86,DWV,1,9/10/2020,COL,29,impatiens,red clover,worker,4,43112.50143
87,DWV,0,8/4/2020,MUDGE,33,impatiens,saint johns wort,worker,3,0
88,DWV,1,8/4/2020,MUDGE,23,impatiens,crown vetch,worker,3,87695.74884
89,DWV,1,8/4/2020,CIND,8,impatiens,red clover,worker,3,63849.14521
90,DWV,0,9/9/2020,FLAN,4,impatiens,jewel weed,worker,4,0
91,DWV,0,9/10/2020,COL,20,impatiens,red clover,worker,4,0
92,DWV,1,8/4/2020,CIND,18,impatiens,red clover,worker,3,10583123.59
93,DWV,1,8/4/2020,MUDGE,6,impatiens,crown vetch,worker,3,256610.153
94,DWV,1,9/10/2020,COL,15,impatiens,red clover,worker,4,53631.28972
95,DWV,0,9/9/2020,FLAN,2,impatiens,jewel weed,worker,4,0
96,DWV,0,9/9/2020,FLAN,26,impatiens,jewel weed,worker,4,0
97,DWV,0,8/4/2020,MUDGE,35,impatiens,saint johns wort,worker,3,0
98,DWV,1,9/9/2020,FLAN,18,impatiens,crown vetch,worker,4,406694.2946
99,DWV,0,9/10/2020,COL,35,impatiens,red clover,worker,4,0
100,DWV,0,9/9/2020,FLAN,19,impatiens,crown vetch,worker,4,0
101,DWV,0,9/10/2020,COL,10,impatiens,red clover,worker,4,0
102,DWV,0,9/9/2020,FLAN,36,impatiens,crown vetch,worker,4,0
103,DWV,0,8/4/2020,CIND,19,impatiens,red clover,worker,3,0
104,DWV,0,9/9/2020,FLAN,14,impatiens,thistle,worker,4,0
105,DWV,1,8/4/2020,CIND,22,impatiens,red clover,worker,3,40086.70856
106,DWV,0,9/9/2020,FLAN,6,impatiens,jewel weed,worker,4,0
107,DWV,0,8/4/2020,CIND,1,impatiens,red clover,worker,3,0
108,DWV,1,9/9/2020,FLAN,35,impatiens,crown vetch,worker,4,151121.6798
109,DWV,0,8/4/2020,MUDGE,5,impatiens,crown vetch,worker,3,0
110,DWV,0,8/4/2020,MUDGE,22,impatiens,crown vetch,worker,3,0
111,DWV,0,9/10/2020,MUDGE,4,impatiens,crown vetch,worker,4,0
112,DWV,1,9/9/2020,FLAN,3,impatiens,jewel weed,worker,4,249829.5625
113,DWV,0,9/9/2020,FLAN,21,impatiens,jewel weed,worker,4,0
114,DWV,0,8/4/2020,MUDGE,26,impatiens,crown vetch,worker,3,0
115,DWV,0,9/10/2020,COL,43,impatiens,red clover,worker,4,0
116,DWV,0,9/9/2020,FLAN,15,impatiens,solidago,worker,4,0
117,DWV,1,8/4/2020,MUDGE,9,impatiens,saint johns wort,worker,3,725963.376
118,DWV,0,9/9/2020,FLAN,22,impatiens,jewel weed,worker,4,0
119,DWV,1,9/9/2020,FLAN,34,impatiens,solidago,worker,4,47620.66336
120,DWV,0,9/10/2020,COL,3,impatiens,red clover,worker,4,0
121,DWV,1,9/10/2020,COL,32,impatiens,red clover,worker,4,7559114.182
122,DWV,0,8/4/2020,MUDGE,34,impatiens,saint johns wort,worker,3,0
123,DWV,0,9/10/2020,COL,41,impatiens,red clover,worker,4,0
124,DWV,1,8/4/2020,MUDGE,27,impatiens,crown vetch,worker,3,30378.28692
125,DWV,0,7/7/2020,BOST,28,impatiens,red clover,worker,2,0
126,DWV,0,9/9/2020,FLAN,27,impatiens,jewel weed,worker,4,0
127,DWV,1,9/10/2020,COL,7,impatiens,red clover,worker,4,889693.2953
128,DWV,0,9/9/2020,FLAN,41,impatiens,jewel weed,worker,4,0
129,DWV,1,9/9/2020,FLAN,37,impatiens,crown vetch,worker,4,20956.61133
131,DWV,0,5/9/2020,CIND,24,impatiens,dandelion,queen,1,0
132,DWV,0,9/9/2020,FLAN,38,impatiens,crown vetch,worker,4,0
133,DWV,0,9/9/2020,FLAN,17,impatiens,flight,worker,4,0
134,DWV,0,9/10/2020,COL,34,impatiens,red clover,worker,4,0
135,DWV,0,5/9/2020,CIND,22,impatiens,dandelion,queen,1,0
136,DWV,0,7/7/2020,BOST,31,impatiens,red clover,worker,2,0
137,DWV,0,9/9/2020,FLAN,42,impatiens,jewel weed,worker,4,0
138,DWV,1,5/9/2020,CIND,19,impatiens,flight,queen,1,30586.43443
140,DWV,1,7/7/2020,BOST,11,fervidus,red clover,worker,2,78891.02641
141,DWV,0,5/9/2020,CIND,16,impatiens,dandelion,queen,1,0
142,DWV,0,5/9/2020,CIND,4,impatiens,dandelion,queen,1,0
143,DWV,0,9/9/2020,FLAN,10,impatiens,jewel weed,worker,4,0
144,DWV,0,9/10/2020,COL,6,impatiens,red clover,worker,4,0
145,DWV,0,9/10/2020,COL,38,impatiens,red clover,worker,4,0
146,DWV,0,9/9/2020,FLAN,13,impatiens,solidago,worker,4,0
147,DWV,0,9/10/2020,COL,24,impatiens,red clover,worker,4,0
148,DWV,0,9/10/2020,COL,33,impatiens,red clover,worker,4,0
149,DWV,1,9/9/2020,FLAN,28,impatiens,jewel weed,worker,4,99333.68467
150,DWV,0,9/9/2020,FLAN,12,impatiens,jewel weed,worker,4,0
151,DWV,0,9/9/2020,FLAN,40,impatiens,jewel weed,worker,4,0
153,DWV,1,9/9/2020,FLAN,8,impatiens,jewel weed,worker,4,378204.8284
154,DWV,0,9/9/2020,FLAN,20,impatiens,crown vetch,worker,4,0
155,DWV,0,9/10/2020,COL,28,impatiens,red clover,worker,4,0
157,DWV,0,9/10/2020,COL,2,impatiens,red clover,worker,4,0
158,DWV,0,9/10/2020,COL,30,impatiens,red clover,worker,4,0
159,DWV,0,9/9/2020,FLAN,39,impatiens,jewel weed,worker,4,0
160,DWV,1,5/9/2020,CIND,6,impatiens,dandelion,queen,1,184090.1021
161,DWV,0,9/9/2020,FLAN,33,impatiens,solidago,worker,4,0
162,DWV,1,9/10/2020,COL,16,impatiens,red clover,worker,4,1027736.914
163,DWV,0,9/10/2020,COL,45,impatiens,red clover,worker,4,0
164,DWV,0,7/7/2020,BOST,22,impatiens,red clover,worker,2,0
165,DWV,0,9/10/2020,COL,8,impatiens,red clover,worker,4,0
166,DWV,0,9/10/2020,COL,26,impatiens,red clover,worker,4,0
167,DWV,0,9/10/2020,COL,27,impatiens,red clover,worker,4,0
168,DWV,0,5/9/2020,CIND,1,impatiens,dandelion,queen,1,0
169,DWV,0,7/7/2020,BOST,14,impatiens,red clover,queen,2,0
170,DWV,0,5/9/2020,CIND,2,impatiens,dandelion,queen,1,0
171,DWV,0,9/10/2020,COL,37,impatiens,red clover,worker,4,0
172,DWV,NA,9/9/2020,FLAN,44,impatiens,jewel weed,worker,4,NA
173,DWV,0,5/9/2020,CIND,14,impatiens,dandelion,queen,1,0
174,DWV,0,5/9/2020,CIND,31,impatiens,flight,queen,1,0
175,DWV,0,5/17/2020,FLAN,4,impatiens,flight,queen,1,0
176,DWV,0,8/3/2020,FLAN,37,impatiens,crown vetch,worker,3,0
177,DWV,0,9/10/2020,COL,22,impatiens,red clover,worker,4,0
178,DWV,1,8/3/2020,FLAN,38,impatiens,crown vetch,worker,3,116785.6894
179,DWV,0,9/10/2020,COL,13,impatiens,red clover,worker,4,0
180,DWV,1,8/3/2020,FLAN,2,impatiens,crown vetch,worker,3,433402.5103
181,DWV,0,8/3/2020,BOST,22,impatiens,red clover,worker,3,0
183,DWV,1,8/3/2020,FLAN,30,impatiens,crown vetch,worker,3,2446585.608
184,DWV,1,8/3/2020,BOST,17,impatiens,knot weed,male,3,58954.80399
185,DWV,0,5/17/2020,FLAN,19,impatiens,woody yellow ,queen,1,0
186,DWV,0,9/10/2020,COL,19,impatiens,red clover,worker,4,0
187,DWV,0,9/10/2020,COL,1,impatiens,red clover,worker,4,0
188,DWV,0,9/10/2020,COL,42,impatiens,red clover,worker,4,0
189,DWV,1,8/3/2020,FLAN,5,impatiens,crown vetch,worker,3,30205.36712
190,DWV,1,8/3/2020,FLAN,26,impatiens,crown vetch,worker,3,556917.6084
191,DWV,1,8/3/2020,FLAN,29,impatiens,crown vetch,worker,3,182881.4465
192,DWV,0,7/6/2020,MUDGE,5,impatiens,crown vetch,worker,2,0
193,DWV,0,8/3/2020,FLAN,9,impatiens,crown vetch,worker,3,0
194,DWV,0,5/9/2020,CIND,10,impatiens,dandelion,queen,1,0
195,DWV,0,8/3/2020,FLAN,39,impatiens,crown vetch,worker,3,0
239,DWV,0,8/3/2020,FLAN,40,impatiens,crown vetch,worker,3,0
240,DWV,0,9/10/2020,COL,48,impatiens,red clover,worker,4,0
242,DWV,0,8/3/2020,BOST,13,impatiens,red clover,worker,3,0
243,DWV,0,8/3/2020,FLAN,6,impatiens,crown vetch,worker,3,0
244,DWV,0,9/10/2020,COL,14,impatiens,red clover,worker,4,0
245,DWV,0,8/3/2020,BOST,16,impatiens,red clover,worker,3,0
246,DWV,0,5/17/2020,FLAN,5,impatiens,flight,queen,1,0
247,DWV,0,5/17/2020,BOST,6,impatiens,dandelion,queen,1,0
248,DWV,1,5/17/2020,BOST,37,impatiens,flight,queen,1,61398.48145
249,DWV,1,5/17/2020,BOST,17,impatiens,dandelion,queen,1,136116.3492
250,DWV,0,7/11/2020,CIND,13,impatiens,red clover,worker,2,0
251,DWV,0,8/4/2020,MUDGE,29,impatiens,crown vetch,worker,3,0
252,DWV,1,8/3/2020,FLAN,35,impatiens,crown vetch,worker,3,720599.9244
253,DWV,0,8/3/2020,FLAN,11,impatiens,crown vetch,worker,3,0
254,DWV,1,8/3/2020,FLAN,20,impatiens,crown vetch,worker,3,1694945.559
261,DWV,0,7/6/2020,MUDGE,4,impatiens,crown vetch,worker,2,0
262,DWV,1,8/3/2020,FLAN,27,impatiens,crown vetch,worker,3,126422.8765
263,DWV,1,5/17/2020,BOST,19,impatiens,flight,queen,1,51264.81554
264,DWV,0,5/17/2020,BOST,25,impatiens,flight,queen,1,0
265,DWV,1,8/3/2020,BOST,11,impatiens,red clover,worker,3,31909.13484
266,DWV,0,5/17/2020,BOST,3,impatiens,flight,queen,1,0
267,DWV,1,8/4/2020,MUDGE,28,impatiens,crown vetch,worker,3,1272806.155
268,DWV,1,8/3/2020,BOST,21,impatiens,red clover,worker,3,99217.12906
269,DWV,0,8/3/2020,FLAN,3,impatiens,crown vetch,worker,3,0
270,DWV,0,5/17/2020,BOST,12,impatiens,flight ,queen,1,0
271,DWV,0,9/10/2020,COL,12,impatiens,red clover,worker,4,0
272,DWV,1,9/10/2020,COL,21,impatiens,red clover,worker,4,149054.0188
273,DWV,0,9/9/2020,FLAN,11,impatiens,jewel weed,worker,4,0
274,DWV,1,8/3/2020,BOST,18,impatiens,red clover,worker,3,193393.2597
275,DWV,0,8/3/2020,BOST,20,impatiens,red clover,worker,3,0
276,DWV,1,8/3/2020,FLAN,4,impatiens,crown vetch,worker,3,264516.9916
276,DWV,0,8/3/2020,FLAN,4,impatiens,crown vetch,worker,3,0
277,DWV,0,5/17/2020,BOST,32,impatiens,flight,queen,1,0
277,DWV,0,5/17/2020,BOST,32,impatiens,flight,queen,1,0
278,DWV,0,9/10/2020,COL,31,impatiens,red clover,worker,4,0
278,DWV,1,9/10/2020,COL,31,impatiens,red clover,worker,4,347804.2181
279,DWV,0,9/10/2020,COL,9,impatiens,red clover,worker,4,0
279,DWV,0,9/10/2020,COL,9,impatiens,red clover,worker,4,0
280,DWV,0,8/3/2020,FLAN,8,impatiens,crown vetch,worker,3,0
280,DWV,1,8/3/2020,FLAN,8,impatiens,crown vetch,worker,3,66025.64989
282,DWV,0,9/10/2020,COL,17,impatiens,red clover,worker,4,0
282,DWV,0,9/10/2020,COL,17,impatiens,red clover,worker,4,0
284,DWV,0,5/17/2020,FLAN,17,impatiens,mint,queen,1,0
284,DWV,0,5/17/2020,FLAN,17,impatiens,mint,queen,1,0
285,DWV,0,5/17/2020,BOST,10,impatiens,dandelion,queen,1,0
286,DWV,1,8/3/2020,FLAN,16,impatiens,crown vetch,worker,3,747944.7387
288,DWV,0,8/3/2020,BOST,4,impatiens,red clover,worker,3,0
289,DWV,0,5/17/2020,FLAN,12,impatiens,dandelion,queen,1,0
290,DWV,0,8/4/2020,MUDGE,2,impatiens,saint johns wort,worker,3,0
291,DWV,1,5/17/2020,BOST,20,impatiens,flight,queen,1,19393.70938
293,DWV,1,8/3/2020,BOST,19,impatiens,red clover,worker,3,61498.6531
294,DWV,0,8/3/2020,BOST,14,impatiens,red clover,worker,3,0
295,DWV,0,9/10/2020,COL,18,impatiens,flight,worker,4,0
296,DWV,0,5/17/2020,FLAN,2,impatiens,dandelion,queen,1,0
297,DWV,0,5/17/2020,BOST,4,impatiens,dandelion,queen,1,0
298,DWV,0,8/3/2020,BOST,6,impatiens,red clover,worker,3,0
303,DWV,0,9/9/2020,FLAN,32,impatiens,jewel weed,worker,4,0
305,DWV,NA,5/17/2020,BOST,34,impatiens,flight,queen,1,NA
306,DWV,0,8/3/2020,FLAN,14,impatiens,crown vetch,worker,3,0
307,DWV,0,8/3/2020,FLAN,33,impatiens,crown vetch,worker,3,0
309,DWV,1,5/17/2020,FLAN,1,impatiens,dandelion,queen,1,42326.31683
310,DWV,1,5/17/2020,FLAN,8,impatiens,flight,queen,1,92128.35893
311,DWV,1,8/3/2020,FLAN,18,impatiens,crown vetch,worker,3,396988.6571
312,DWV,0,8/3/2020,FLAN,15,impatiens,crown vetch,worker,3,0
313,DWV,0,8/4/2020,CIND,16,impatiens,red clover,worker,3,0
314,DWV,1,8/4/2020,CIND,3,impatiens,red clover,worker,3,564461.3832
315,DWV,1,8/4/2020,CIND,23,impatiens,red clover,worker,3,316181.1527
316,DWV,0,9/10/2020,COL,23,impatiens,red clover,worker,4,0
317,DWV,0,8/4/2020,CIND,15,impatiens,red clover,worker,3,0
318,DWV,0,8/3/2020,FLAN,13,impatiens,crown vetch,worker,3,0
319,DWV,0,8/4/2020,COL,11,impatiens,NA,worker,3,0
321,DWV,1,8/4/2020,COL,15,impatiens,jewel weed,worker,3,140656.235
324,DWV,0,5/19/2020,MUDGE,29,impatiens,dandelion,queen,1,0
325,DWV,0,5/19/2020,COL,29,impatiens,dandelion,queen,1,0
327,DWV,1,8/4/2020,COL,17,impatiens,red clover,worker,3,88245.25283
328,DWV,0,5/19/2020,COL,35,impatiens,dandelion,queen,1,0
330,DWV,0,5/19/2020,MUDGE,14,impatiens,dandelion,queen,1,0
331,DWV,0,5/19/2020,COL,28,impatiens,dandelion,queen,1,0
332,DWV,0,8/4/2020,COL,4,impatiens,red clover,worker,3,0
333,DWV,1,5/19/2020,MUDGE,45,impatiens,flight,queen,1,67075.84986
334,DWV,0,5/19/2020,COL,30,impatiens,flight,queen,1,0
335,DWV,1,5/19/2020,COL,32,impatiens,dandelion,queen,1,104099.8413
336,DWV,1,8/4/2020,COL,9,impatiens,red clover,worker,3,114227.3664
337,DWV,0,5/19/2020,COL,8,impatiens,flight,queen,1,0
338,DWV,1,8/4/2020,COL,5,impatiens,red clover,worker,3,122840.9351
339,DWV,1,5/19/2020,MUDGE,23,impatiens,dandelion,queen,1,148468.5203
340,DWV,0,8/4/2020,COL,6,impatiens,red clover,worker,3,0
341,DWV,0,7/6/2020,FLAN,42,impatiens,red clover,worker,2,0
342,DWV,1,7/6/2020,FLAN,33,impatiens,crown vetch,worker,2,85731.68389
343,DWV,1,5/19/2020,COL,11,impatiens,dandelion,queen,1,45105.59106
344,DWV,1,5/17/2020,FLAN,6,vagans,dandelion,queen,1,66219.96689
345,DWV,0,7/6/2020,FLAN,3,impatiens,crown vetch,worker,2,0
346,DWV,1,5/17/2020,FLAN,19,impatiens,woody yellow ,queen,1,309097.5891
347,DWV,1,7/6/2020,FLAN,5,impatiens,saint johns wort,worker,2,69652.52608
348,DWV,1,7/6/2020,FLAN,36,impatiens,crown vetch,worker,2,68145.99764
