#/////////////////////////////////////,,,,,,,,,,
358,DWV,1,5/19/2020,COL,6,impatiens,dandelion,queen,1,145145.4611
359,DWV,1,5/19/2020,COL,9,impatiens,dandelion,queen,1,703391.3516
360,DWV,0,7/6/2020,FLAN,15,impatiens,red clover,worker,2,0
361,DWV,1,5/19/2020,COL,27,impatiens,dandelion,queen,1,131111.6618
362,DWV,1,7/6/2020,FLAN,40,impatiens,saint johns wort,worker,2,2088123.827
363,DWV,0,5/17/2020,FLAN,18,impatiens,violet ,queen,1,0
364,DWV,0,7/6/2020,FLAN,53,impatiens,red clover,worker,2,0
366,DWV,0,7/6/2020,FLAN,56,impatiens,red clover,worker,2,0
368,DWV,1,7/6/2020,FLAN,55,impatiens,red clover,queen,2,66036.57169
369,DWV,0,5/17/2020,FLAN,24,bimaculatus,flight,queen,1,0
370,DWV,1,5/17/2020,FLAN,20,bimaculatus,violet ,queen,1,403374.8131
371,DWV,1,5/17/2020,FLAN,17,impatiens,mint,queen,1,3765789478
372,DWV,0,5/19/2020,COL,31,impatiens,flight,queen,1,0
373,DWV,1,5/19/2020,COL,33,impatiens,dandelion,queen,1,247958.4698
374,DWV,0,8/4/2020,CIND,5,impatiens,red clover,worker,3,0
376,DWV,1,5/17/2020,BOST,27,impatiens,flight,queen,1,608799.4372
377,DWV,0,5/19/2020,COL,1,impatiens,dandelion,queen,1,0
379,DWV,0,7/6/2020,FLAN,34,impatiens,crown vetch,worker,2,0
380,DWV,0,7/6/2020,FLAN,12,impatiens,saint johns wort,worker,2,0
381,DWV,0,5/19/2020,COL,4,ternarius,dandelion,queen,1,0
383,DWV,0,5/17/2020,FLAN,22,bimaculatus,violet,queen,1,0
384,DWV,0,7/6/2020,FLAN,16,impatiens,red clover,worker,2,0
1,Nosema,NA,9/9/2020,BOST,6,impatiens,solidago,worker,4,NA
3,Nosema,0,9/10/2020,MUDGE,18,impatiens,crown vetch,worker,4,0
4,Nosema,1,9/10/2020,MUDGE,11,impatiens,crown vetch,worker,4,225000
5,Nosema,NA,9/9/2020,BOST,11,impatiens,solidago,male,4,NA
6,Nosema,0,9/10/2020,CIND,14,impatiens,knot weed,worker,4,0
8,Nosema,NA,9/10/2020,MUDGE,4,impatiens,crown vetch,worker,4,NA
10,Nosema,0,9/10/2020,CIND,13,impatiens,red clover,worker,4,0
11,Nosema,0,7/7/2020,BOST,38,impatiens,red clover,worker,2,0
12,Nosema,0,9/10/2020,MUDGE,5,impatiens,crown vetch,worker,4,0
13,Nosema,0,9/9/2020,BOST,12,impatiens,solidago,male,4,0
15,Nosema,1,9/9/2020,BOST,18,impatiens,solidago,worker,4,50000
16,Nosema,0,9/9/2020,BOST,23,impatiens,solidago,male,4,0
17,Nosema,0,9/10/2020,CIND,20,impatiens,red clover,worker,4,0
18,Nosema,0,9/10/2020,CIND,11,impatiens,birdsfoot,worker,4,0
19,Nosema,0,9/10/2020,CIND,17,impatiens,red clover,worker,4,0
20,Nosema,0,9/10/2020,CIND,16,impatiens,red clover,worker,4,0
21,Nosema,0,9/9/2020,BOST,17,impatiens,solidago,worker,4,0
22,Nosema,0,9/9/2020,BOST,7,impatiens,solidago,worker,4,0
23,Nosema,0,7/7/2020,COL,22,impatiens,red clover,worker,2,0
24,Nosema,0,7/7/2020,BOST,45,impatiens,red clover,worker,2,0
25,Nosema,0,7/7/2020,BOST,46,impatiens,red clover,worker,2,0
26,Nosema,0,9/10/2020,CIND,19,impatiens,knot weed,worker,4,0
27,Nosema,0,9/9/2020,BOST,16,impatiens,solidago,worker,4,0
28,Nosema,0,9/9/2020,BOST,10,impatiens,solidago,male,4,0
29,Nosema,0,9/9/2020,BOST,20,impatiens,solidago,worker,4,0
30,Nosema,0,9/10/2020,MUDGE,16,impatiens,crown vetch,worker,4,0
31,Nosema,0,9/10/2020,MUDGE,2,impatiens,crown vetch,worker,4,0
32,Nosema,0,9/9/2020,BOST,19,impatiens,solidago,worker,4,0
33,Nosema,0,9/9/2020,BOST,5,impatiens,solidago,worker,4,0
34,Nosema,NA,7/7/2020,BOST,21,bimaculatus ,red clover,worker,2,NA
35,Nosema,0,9/10/2020,MUDGE,3,impatiens,crown vetch,worker,4,0
36,Nosema,0,9/10/2020,CIND,5,impatiens,red clover,worker,4,0
37,Nosema,0,9/9/2020,BOST,24,impatiens,solidago,male,4,0
38,Nosema,0,9/10/2020,MUDGE,15,impatiens,crown vetch,worker,4,0
39,Nosema,1,7/7/2020,BOST,44,impatiens,red clover,worker,2,50000
40,Nosema,1,9/10/2020,MUDGE,9,impatiens,solidago,worker,4,25000
41,Nosema,0,9/10/2020,MUDGE,8,impatiens,solidago,worker,4,0
42,Nosema,0,9/9/2020,BOST,29,vagans,solidago,male,4,0
43,Nosema,1,9/9/2020,BOST,27,impatiens,solidago,male,4,25000
44,Nosema,0,9/10/2020,MUDGE,15,impatiens,crown vetch,worker,4,0
45,Nosema,1,9/10/2020,CIND,6,impatiens,red clover,worker,4,75000
46,Nosema,0,9/10/2020,MUDGE,19,impatiens,crown vetch,worker,4,0
47,Nosema,0,9/10/2020,MUDGE,10,impatiens,NA,worker,4,0
48,Nosema,0,9/9/2020,BOST,25,impatiens,solidago,male,4,0
49,Nosema,1,9/10/2020,MUDGE,6,impatiens,crown vetch,worker,4,1.00E+05
50,Nosema,1,9/10/2020,MUDGE,14,impatiens,crown vetch,worker,4,2075000
51,Nosema,1,9/9/2020,BOST,28,impatiens,solidago,male,4,25000
52,Nosema,0,9/9/2020,BOST,3,impatiens,solidago,worker,4,0
53,Nosema,0,9/9/2020,BOST,26,impatiens,solidago,male,4,0
54,Nosema,0,7/6/2020,COL,8,impatiens,red clover,worker,2,0
55,Nosema,0,9/10/2020,CIND,3,impatiens,red clover,worker,4,0
56,Nosema,0,9/9/2020,BOST,9,impatiens,solidago,male,4,0
57,Nosema,0,9/10/2020,MUDGE,13,impatiens,crown vetch,worker,4,0
58,Nosema,0,9/10/2020,CIND,4,impatiens,red clover,worker,4,0
59,Nosema,0,9/9/2020,BOST,4,impatiens,solidago,worker,4,0
60,Nosema,0,9/9/2020,BOST,14,impatiens,solidago,male,4,0
61,Nosema,0,7/7/2020,COL,21,impatiens,red clover,worker,2,0
62,Nosema,NA,9/10/2020,CIND,15,impatiens,red clover,worker,4,NA
63,Nosema,0,7/7/2020,BOST,42,impatiens,red clover,worker,2,0
64,Nosema,1,9/9/2020,BOST,22,impatiens,solidago,male,4,50000
65,Nosema,1,9/9/2020,BOST,13,impatiens,solidago,male,4,1550000
66,Nosema,1,9/9/2020,BOST,1,impatiens,solidago,worker,4,25000
67,Nosema,NA,9/10/2020,MUDGE,17,impatiens,crown vetch,worker,4,NA
68,Nosema,1,7/6/2020,COL,11,impatiens,red clover,worker,2,75000
69,Nosema,0,7/6/2020,COL,9,impatiens,red clover,worker,2,0
70,Nosema,0,9/9/2020,BOST,15,impatiens,solidago,male,4,0
71,Nosema,NA,9/9/2020,BOST,8,impatiens,solidago,male,4,NA
72,Nosema,0,9/10/2020,CIND,12,impatiens,red clover,worker,4,0
74,Nosema,0,9/10/2020,MUDGE,7,impatiens,solidago,worker,4,0
75,Nosema,0,9/9/2020,FLAN,31,impatiens,jewel weed,worker,4,0
76,Nosema,NA,9/9/2020,FLAN,7,impatiens,jewel weed,worker,4,NA
77,Nosema,0,9/10/2020,COL,47,impatiens,red clover,worker,4,0
78,Nosema,0,9/9/2020,FLAN,24,impatiens,jewel weed,worker,4,0
79,Nosema,0,8/4/2020,CIND,13,impatiens,red clover,worker,3,0
80,Nosema,0,8/4/2020,CIND,2,impatiens,red clover,worker,3,0
81,Nosema,0,9/9/2020,FLAN,30,impatiens,jewel weed,worker,4,0
82,Nosema,0,8/4/2020,CIND,21,impatiens,red clover,worker,3,0
83,Nosema,0,9/10/2020,COL,44,impatiens,red clover,worker,4,0
84,Nosema,0,8/4/2020,MUDGE,4,impatiens,crown vetch,worker,3,0
85,Nosema,NA,8/4/2020,MUDGE,30,impatiens,crown vetch,worker,3,NA
86,Nosema,1,9/10/2020,COL,29,impatiens,red clover,worker,4,50000
87,Nosema,0,8/4/2020,MUDGE,33,impatiens,saint johns wort,worker,3,0
88,Nosema,NA,8/4/2020,MUDGE,23,impatiens,crown vetch,worker,3,NA
89,Nosema,0,8/4/2020,CIND,8,impatiens,red clover,worker,3,0
90,Nosema,0,9/9/2020,FLAN,4,impatiens,jewel weed,worker,4,0
91,Nosema,0,9/10/2020,COL,20,impatiens,red clover,worker,4,0
92,Nosema,0,8/4/2020,CIND,18,impatiens,red clover,worker,3,0
93,Nosema,0,8/4/2020,MUDGE,6,impatiens,crown vetch,worker,3,0
94,Nosema,0,9/10/2020,COL,15,impatiens,red clover,worker,4,0
95,Nosema,0,9/9/2020,FLAN,2,impatiens,jewel weed,worker,4,0
96,Nosema,0,9/9/2020,FLAN,26,impatiens,jewel weed,worker,4,0
97,Nosema,0,8/4/2020,MUDGE,35,impatiens,saint johns wort,worker,3,0
98,Nosema,0,9/9/2020,FLAN,18,impatiens,crown vetch,worker,4,0
99,Nosema,0,9/10/2020,COL,35,impatiens,red clover,worker,4,0
100,Nosema,0,9/9/2020,FLAN,19,impatiens,crown vetch,worker,4,0
101,Nosema,0,9/10/2020,COL,10,impatiens,red clover,worker,4,0
102,Nosema,0,9/9/2020,FLAN,36,impatiens,crown vetch,worker,4,0
103,Nosema,1,8/4/2020,CIND,19,impatiens,red clover,worker,3,2.00E+05
104,Nosema,0,9/9/2020,FLAN,14,impatiens,thistle,worker,4,0
105,Nosema,1,8/4/2020,CIND,22,impatiens,red clover,worker,3,4.00E+05
106,Nosema,1,9/9/2020,FLAN,6,impatiens,jewel weed,worker,4,25000
107,Nosema,0,8/4/2020,CIND,1,impatiens,red clover,worker,3,0
108,Nosema,1,9/9/2020,FLAN,35,impatiens,crown vetch,worker,4,25000
109,Nosema,0,8/4/2020,MUDGE,5,impatiens,crown vetch,worker,3,0
110,Nosema,0,8/4/2020,MUDGE,22,impatiens,crown vetch,worker,3,0
111,Nosema,1,9/10/2020,MUDGE,4,impatiens,crown vetch,worker,4,1.00E+05
112,Nosema,0,9/9/2020,FLAN,3,impatiens,jewel weed,worker,4,0
113,Nosema,NA,9/9/2020,FLAN,21,impatiens,jewel weed,worker,4,NA
114,Nosema,1,8/4/2020,MUDGE,26,impatiens,crown vetch,worker,3,25000
115,Nosema,1,9/10/2020,COL,43,impatiens,red clover,worker,4,25000
116,Nosema,0,9/9/2020,FLAN,15,impatiens,solidago,worker,4,0
117,Nosema,1,8/4/2020,MUDGE,9,impatiens,saint johns wort,worker,3,275000
118,Nosema,0,9/9/2020,FLAN,22,impatiens,jewel weed,worker,4,0
119,Nosema,NA,9/9/2020,FLAN,34,impatiens,solidago,worker,4,NA
120,Nosema,0,9/10/2020,COL,3,impatiens,red clover,worker,4,0
121,Nosema,1,9/10/2020,COL,32,impatiens,red clover,worker,4,425000
122,Nosema,0,8/4/2020,MUDGE,34,impatiens,saint johns wort,worker,3,0
123,Nosema,0,9/10/2020,COL,41,impatiens,red clover,worker,4,0
124,Nosema,0,8/4/2020,MUDGE,27,impatiens,crown vetch,worker,3,0
125,Nosema,0,7/7/2020,BOST,28,impatiens,red clover,worker,2,0
126,Nosema,0,9/9/2020,FLAN,27,impatiens,jewel weed,worker,4,0
127,Nosema,0,9/10/2020,COL,7,impatiens,red clover,worker,4,0
128,Nosema,0,9/9/2020,FLAN,41,impatiens,jewel weed,worker,4,0
129,Nosema,0,9/9/2020,FLAN,37,impatiens,crown vetch,worker,4,0
131,Nosema,1,5/9/2020,CIND,24,impatiens,dandelion,queen,1,475000
132,Nosema,0,9/9/2020,FLAN,38,impatiens,crown vetch,worker,4,0
133,Nosema,0,9/9/2020,FLAN,17,impatiens,flight,worker,4,0
134,Nosema,1,9/10/2020,COL,34,impatiens,red clover,worker,4,50000
135,Nosema,0,5/9/2020,CIND,22,impatiens,dandelion,queen,1,0
136,Nosema,0,7/7/2020,BOST,31,impatiens,red clover,worker,2,0
137,Nosema,1,9/9/2020,FLAN,42,impatiens,jewel weed,worker,4,3.00E+05
138,Nosema,1,5/9/2020,CIND,19,impatiens,flight,queen,1,75000
140,Nosema,0,7/7/2020,BOST,11,fervidus,red clover,worker,2,0
141,Nosema,0,5/9/2020,CIND,16,impatiens,dandelion,queen,1,0
142,Nosema,0,5/9/2020,CIND,4,impatiens,dandelion,queen,1,0
143,Nosema,0,9/9/2020,FLAN,10,impatiens,jewel weed,worker,4,0
144,Nosema,0,9/10/2020,COL,6,impatiens,red clover,worker,4,0
145,Nosema,0,9/10/2020,COL,38,impatiens,red clover,worker,4,0
146,Nosema,0,9/9/2020,FLAN,13,impatiens,solidago,worker,4,0
147,Nosema,0,9/10/2020,COL,24,impatiens,red clover,worker,4,0
148,Nosema,0,9/10/2020,COL,33,impatiens,red clover,worker,4,0
149,Nosema,0,9/9/2020,FLAN,28,impatiens,jewel weed,worker,4,0
150,Nosema,1,9/9/2020,FLAN,12,impatiens,jewel weed,worker,4,75000
151,Nosema,NA,9/9/2020,FLAN,40,impatiens,jewel weed,worker,4,NA
153,Nosema,0,9/9/2020,FLAN,8,impatiens,jewel weed,worker,4,0
154,Nosema,0,9/9/2020,FLAN,20,impatiens,crown vetch,worker,4,0
155,Nosema,0,9/10/2020,COL,28,impatiens,red clover,worker,4,0
157,Nosema,0,9/10/2020,COL,2,impatiens,red clover,worker,4,0
158,Nosema,1,9/10/2020,COL,30,impatiens,red clover,worker,4,25000
159,Nosema,0,9/9/2020,FLAN,39,impatiens,jewel weed,worker,4,0
160,Nosema,0,5/9/2020,CIND,6,impatiens,dandelion,queen,1,0
161,Nosema,1,9/9/2020,FLAN,33,impatiens,solidago,worker,4,75000
162,Nosema,1,9/10/2020,COL,16,impatiens,red clover,worker,4,25000
163,Nosema,1,9/10/2020,COL,45,impatiens,red clover,worker,4,2.00E+05
164,Nosema,0,7/7/2020,BOST,22,impatiens,red clover,worker,2,0
165,Nosema,0,9/10/2020,COL,8,impatiens,red clover,worker,4,0
166,Nosema,1,9/10/2020,COL,26,impatiens,red clover,worker,4,2325000
167,Nosema,0,9/10/2020,COL,27,impatiens,red clover,worker,4,0
168,Nosema,1,5/9/2020,CIND,1,impatiens,dandelion,queen,1,25000
169,Nosema,1,7/7/2020,BOST,14,impatiens,red clover,queen,2,75000
170,Nosema,1,5/9/2020,CIND,2,impatiens,dandelion,queen,1,125000
171,Nosema,1,9/10/2020,COL,37,impatiens,red clover,worker,4,475000
172,Nosema,0,9/9/2020,FLAN,44,impatiens,jewel weed,worker,4,0
173,Nosema,0,5/9/2020,CIND,14,impatiens,dandelion,queen,1,0
174,Nosema,0,5/9/2020,CIND,31,impatiens,flight,queen,1,0
175,Nosema,0,5/17/2020,FLAN,4,impatiens,flight,queen,1,0
176,Nosema,1,8/3/2020,FLAN,37,impatiens,crown vetch,worker,3,475000
177,Nosema,0,9/10/2020,COL,22,impatiens,red clover,worker,4,0
178,Nosema,0,8/3/2020,FLAN,38,impatiens,crown vetch,worker,3,0
179,Nosema,0,9/10/2020,COL,13,impatiens,red clover,worker,4,0
180,Nosema,0,8/3/2020,FLAN,2,impatiens,crown vetch,worker,3,0
181,Nosema,0,8/3/2020,BOST,22,impatiens,red clover,worker,3,0
183,Nosema,NA,8/3/2020,FLAN,30,impatiens,crown vetch,worker,3,NA
184,Nosema,1,8/3/2020,BOST,17,impatiens,knot weed,male,3,125000
185,Nosema,1,5/17/2020,FLAN,19,impatiens,woody yellow ,queen,1,25000
186,Nosema,0,9/10/2020,COL,19,impatiens,red clover,worker,4,0
187,Nosema,0,9/10/2020,COL,1,impatiens,red clover,worker,4,0
188,Nosema,0,9/10/2020,COL,42,impatiens,red clover,worker,4,0
189,Nosema,0,8/3/2020,FLAN,5,impatiens,crown vetch,worker,3,0
190,Nosema,0,8/3/2020,FLAN,26,impatiens,crown vetch,worker,3,0
191,Nosema,1,8/3/2020,FLAN,29,impatiens,crown vetch,worker,3,175000
192,Nosema,NA,7/6/2020,MUDGE,5,impatiens,crown vetch,worker,2,NA
193,Nosema,1,8/3/2020,FLAN,9,impatiens,crown vetch,worker,3,125000
194,Nosema,0,5/9/2020,CIND,10,impatiens,dandelion,queen,1,0
195,Nosema,1,8/3/2020,FLAN,39,impatiens,crown vetch,worker,3,25000
239,Nosema,0,8/3/2020,FLAN,40,impatiens,crown vetch,worker,3,0
240,Nosema,0,9/10/2020,COL,48,impatiens,red clover,worker,4,0
242,Nosema,0,8/3/2020,BOST,13,impatiens,red clover,worker,3,0
243,Nosema,1,8/3/2020,FLAN,6,impatiens,crown vetch,worker,3,25000
244,Nosema,1,9/10/2020,COL,14,impatiens,red clover,worker,4,25000
245,Nosema,0,8/3/2020,BOST,16,impatiens,red clover,worker,3,0
246,Nosema,0,5/17/2020,FLAN,5,impatiens,flight,queen,1,0
247,Nosema,0,5/17/2020,BOST,6,impatiens,dandelion,queen,1,0
248,Nosema,1,5/17/2020,BOST,37,impatiens,flight,queen,1,1250000
249,Nosema,1,5/17/2020,BOST,17,impatiens,dandelion,queen,1,50000
250,Nosema,1,7/11/2020,CIND,13,impatiens,red clover,worker,2,2.00E+05
251,Nosema,1,8/4/2020,MUDGE,29,impatiens,crown vetch,worker,3,75000
252,Nosema,1,8/3/2020,FLAN,35,impatiens,crown vetch,worker,3,125000
253,Nosema,0,8/3/2020,FLAN,11,impatiens,crown vetch,worker,3,0
254,Nosema,0,8/3/2020,FLAN,20,impatiens,crown vetch,worker,3,0
261,Nosema,1,7/6/2020,MUDGE,4,impatiens,crown vetch,worker,2,25000
262,Nosema,0,8/3/2020,FLAN,27,impatiens,crown vetch,worker,3,0
263,Nosema,0,5/17/2020,BOST,19,impatiens,flight,queen,1,0
264,Nosema,1,5/17/2020,BOST,25,impatiens,flight,queen,1,75000
265,Nosema,1,8/3/2020,BOST,11,impatiens,red clover,worker,3,50000
266,Nosema,1,5/17/2020,BOST,3,impatiens,flight,queen,1,150000
267,Nosema,1,8/4/2020,MUDGE,28,impatiens,crown vetch,worker,3,425000
268,Nosema,0,8/3/2020,BOST,21,impatiens,red clover,worker,3,0
269,Nosema,0,8/3/2020,FLAN,3,impatiens,crown vetch,worker,3,0
270,Nosema,NA,5/17/2020,BOST,12,impatiens,flight ,queen,1,NA
271,Nosema,0,9/10/2020,COL,12,impatiens,red clover,worker,4,0
272,Nosema,0,9/10/2020,COL,21,impatiens,red clover,worker,4,0
273,Nosema,0,9/9/2020,FLAN,11,impatiens,jewel weed,worker,4,0
274,Nosema,0,8/3/2020,BOST,18,impatiens,red clover,worker,3,0
275,Nosema,0,8/3/2020,BOST,20,impatiens,red clover,worker,3,0
276,Nosema,0,8/3/2020,FLAN,4,impatiens,crown vetch,worker,3,0
276,Nosema,NA,8/3/2020,FLAN,4,impatiens,crown vetch,worker,3,NA
277,Nosema,0,5/17/2020,BOST,32,impatiens,flight,queen,1,0
277,Nosema,0,5/17/2020,BOST,32,impatiens,flight,queen,1,0
278,Nosema,0,9/10/2020,COL,31,impatiens,red clover,worker,4,0
278,Nosema,0,9/10/2020,COL,31,impatiens,red clover,worker,4,0
279,Nosema,1,9/10/2020,COL,9,impatiens,red clover,worker,4,50000
279,Nosema,0,9/10/2020,COL,9,impatiens,red clover,worker,4,0
280,Nosema,0,8/3/2020,FLAN,8,impatiens,crown vetch,worker,3,0
280,Nosema,0,8/3/2020,FLAN,8,impatiens,crown vetch,worker,3,0
282,Nosema,0,9/10/2020,COL,17,impatiens,red clover,worker,4,0
282,Nosema,NA,9/10/2020,COL,17,impatiens,red clover,worker,4,NA
284,Nosema,1,5/17/2020,FLAN,17,impatiens,mint,queen,1,25000
284,Nosema,NA,5/17/2020,FLAN,17,impatiens,mint,queen,1,NA
285,Nosema,0,5/17/2020,BOST,10,impatiens,dandelion,queen,1,0
286,Nosema,1,8/3/2020,FLAN,16,impatiens,crown vetch,worker,3,125000
288,Nosema,0,8/3/2020,BOST,4,impatiens,red clover,worker,3,0
289,Nosema,0,5/17/2020,FLAN,12,impatiens,dandelion,queen,1,0
290,Nosema,0,8/4/2020,MUDGE,2,impatiens,saint johns wort,worker,3,0
291,Nosema,1,5/17/2020,BOST,20,impatiens,flight,queen,1,1.00E+05
293,Nosema,1,8/3/2020,BOST,19,impatiens,red clover,worker,3,50000
294,Nosema,1,8/3/2020,BOST,14,impatiens,red clover,worker,3,25000
295,Nosema,1,9/10/2020,COL,18,impatiens,flight,worker,4,25000
296,Nosema,0,5/17/2020,FLAN,2,impatiens,dandelion,queen,1,0
297,Nosema,0,5/17/2020,BOST,4,impatiens,dandelion,queen,1,0
298,Nosema,1,8/3/2020,BOST,6,impatiens,red clover,worker,3,525000
303,Nosema,NA,9/9/2020,FLAN,32,impatiens,jewel weed,worker,4,NA
305,Nosema,1,5/17/2020,BOST,34,impatiens,flight,queen,1,25000
306,Nosema,1,8/3/2020,FLAN,14,impatiens,crown vetch,worker,3,125000
307,Nosema,1,8/3/2020,FLAN,33,impatiens,crown vetch,worker,3,125000
309,Nosema,0,5/17/2020,FLAN,1,impatiens,dandelion,queen,1,0
310,Nosema,0,5/17/2020,FLAN,8,impatiens,flight,queen,1,0
311,Nosema,1,8/3/2020,FLAN,18,impatiens,crown vetch,worker,3,125000
312,Nosema,1,8/3/2020,FLAN,15,impatiens,crown vetch,worker,3,150000
313,Nosema,0,8/4/2020,CIND,16,impatiens,red clover,worker,3,0
314,Nosema,0,8/4/2020,CIND,3,impatiens,red clover,worker,3,0
315,Nosema,NA,8/4/2020,CIND,23,impatiens,red clover,worker,3,NA
316,Nosema,0,9/10/2020,COL,23,impatiens,red clover,worker,4,0
317,Nosema,0,8/4/2020,CIND,15,impatiens,red clover,worker,3,0
318,Nosema,1,8/3/2020,FLAN,13,impatiens,crown vetch,worker,3,25000
319,Nosema,0,8/4/2020,COL,11,impatiens,NA,worker,3,0
321,Nosema,1,8/4/2020,COL,15,impatiens,jewel weed,worker,3,75000
324,Nosema,0,5/19/2020,MUDGE,29,impatiens,dandelion,queen,1,0
325,Nosema,0,5/19/2020,COL,29,impatiens,dandelion,queen,1,0
327,Nosema,0,8/4/2020,COL,17,impatiens,red clover,worker,3,0
328,Nosema,0,5/19/2020,COL,35,impatiens,dandelion,queen,1,0
330,Nosema,1,5/19/2020,MUDGE,14,impatiens,dandelion,queen,1,50000
331,Nosema,1,5/19/2020,COL,28,impatiens,dandelion,queen,1,475000
332,Nosema,0,8/4/2020,COL,4,impatiens,red clover,worker,3,0
333,Nosema,NA,5/19/2020,MUDGE,45,impatiens,flight,queen,1,NA
334,Nosema,1,5/19/2020,COL,30,impatiens,flight,queen,1,75000
335,Nosema,0,5/19/2020,COL,32,impatiens,dandelion,queen,1,0
336,Nosema,0,8/4/2020,COL,9,impatiens,red clover,worker,3,0
337,Nosema,0,5/19/2020,COL,8,impatiens,flight,queen,1,0
338,Nosema,0,8/4/2020,COL,5,impatiens,red clover,worker,3,0
339,Nosema,0,5/19/2020,MUDGE,23,impatiens,dandelion,queen,1,0
340,Nosema,1,8/4/2020,COL,6,impatiens,red clover,worker,3,25000
341,Nosema,0,7/6/2020,FLAN,42,impatiens,red clover,worker,2,0
342,Nosema,1,7/6/2020,FLAN,33,impatiens,crown vetch,worker,2,125000
343,Nosema,0,5/19/2020,COL,11,impatiens,dandelion,queen,1,0
344,Nosema,NA,5/17/2020,FLAN,6,vagans,dandelion,queen,1,NA
345,Nosema,0,7/6/2020,FLAN,3,impatiens,crown vetch,worker,2,0
346,Nosema,NA,5/17/2020,FLAN,19,impatiens,woody yellow ,queen,1,NA
347,Nosema,1,7/6/2020,FLAN,5,impatiens,saint johns wort,worker,2,25000
348,Nosema,NA,7/6/2020,FLAN,36,impatiens,crown vetch,worker,2,NA
358,Nosema,0,5/19/2020,COL,6,impatiens,dandelion,queen,1,0
359,Nosema,0,5/19/2020,COL,9,impatiens,dandelion,queen,1,0
360,Nosema,0,7/6/2020,FLAN,15,impatiens,red clover,worker,2,0
361,Nosema,0,5/19/2020,COL,27,impatiens,dandelion,queen,1,0
362,Nosema,1,7/6/2020,FLAN,40,impatiens,saint johns wort,worker,2,325000
363,Nosema,0,5/17/2020,FLAN,18,impatiens,violet ,queen,1,0
364,Nosema,0,7/6/2020,FLAN,53,impatiens,red clover,worker,2,0
366,Nosema,1,7/6/2020,FLAN,56,impatiens,red clover,worker,2,525000
368,Nosema,0,7/6/2020,FLAN,55,impatiens,red clover,queen,2,0
369,Nosema,1,5/17/2020,FLAN,24,bimaculatus,flight,queen,1,1175000
370,Nosema,0,5/17/2020,FLAN,20,bimaculatus,violet ,queen,1,0
371,Nosema,0,5/17/2020,FLAN,17,impatiens,mint,queen,1,0
372,Nosema,1,5/19/2020,COL,31,impatiens,flight,queen,1,75000
373,Nosema,1,5/19/2020,COL,33,impatiens,dandelion,queen,1,25000
374,Nosema,0,8/4/2020,CIND,5,impatiens,red clover,worker,3,0
376,Nosema,0,5/17/2020,BOST,27,impatiens,flight,queen,1,0
377,Nosema,0,5/19/2020,COL,1,impatiens,dandelion,queen,1,0
379,Nosema,1,7/6/2020,FLAN,34,impatiens,crown vetch,worker,2,50000
380,Nosema,1,7/6/2020,FLAN,12,impatiens,saint johns wort,worker,2,225000
381,Nosema,1,5/19/2020,COL,4,ternarius,dandelion,queen,1,75000
383,Nosema,0,5/17/2020,FLAN,22,bimaculatus,violet,queen,1,0
384,Nosema,0,7/6/2020,FLAN,16,impatiens,red clover,worker,2,0
